0.00325,0.00600,0.00275,0.00925,0.00150,0.96325,0.00300,0.00475,0.00625
0.00100,0.10200,0.10250,0.12275,0.00050,0.03275,0.62175,0.00500,0.01175
0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000
0.03925,0.01325,0.00800,0.02225,0.00025,0.76700,0.11800,0.02200,0.01000
0.00325,0.38550,0.44925,0.06050,0.00000,0.01350,0.07000,0.01275,0.00525
0.00475,0.00100,0.00025,0.00025,0.00025,0.00900,0.00075,0.97975,0.00400
0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00025,0.00000,0.99750,0.00000,0.00050,0.00175
0.00000,0.30775,0.68100,0.00025,0.00000,0.00100,0.00050,0.00950,0.00000
0.05975,0.02975,0.02000,0.01650,0.00325,0.18450,0.05475,0.59150,0.04000
0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000
0.00000,0.00025,0.00000,0.00000,0.00000,0.99775,0.00025,0.00175,0.00000
0.00425,0.55350,0.21525,0.19850,0.00000,0.00475,0.01675,0.00100,0.00600
0.00000,0.00000,0.00025,0.00000,0.00000,0.99850,0.00050,0.00075,0.00000
0.00075,0.75000,0.15525,0.03450,0.00250,0.01750,0.02850,0.00400,0.00700
0.03900,0.27300,0.19225,0.04000,0.00050,0.06300,0.33950,0.01300,0.03975
0.01600,0.00800,0.00800,0.00575,0.00025,0.63800,0.01825,0.29850,0.00725
0.20250,0.00200,0.00025,0.00050,0.00000,0.64950,0.04350,0.03825,0.06350
0.00250,0.46700,0.41425,0.10050,0.00125,0.00500,0.00775,0.00075,0.00100
0.00000,0.00050,0.00000,0.00000,0.99950,0.00000,0.00000,0.00000,0.00000
0.00025,0.00000,0.00000,0.00100,0.00000,0.98875,0.00750,0.00200,0.00050
0.00400,0.00150,0.00075,0.00050,0.00050,0.01225,0.00350,0.97425,0.00275
0.00050,0.34575,0.57000,0.05725,0.00000,0.00375,0.02100,0.00050,0.00125
0.00350,0.27750,0.60500,0.09300,0.00275,0.00050,0.00625,0.00100,0.01050
0.13975,0.06050,0.03225,0.00475,0.00275,0.07425,0.05050,0.03700,0.59825
0.00050,0.00000,0.00050,0.00000,0.00000,0.99400,0.00000,0.00450,0.00050
0.01675,0.02850,0.01625,0.00475,0.00200,0.16125,0.02525,0.71000,0.03525
0.02600,0.00000,0.00100,0.00050,0.00000,0.00675,0.00400,0.95550,0.00625
0.01275,0.73325,0.13875,0.05675,0.00225,0.00400,0.00375,0.00375,0.04475
0.02300,0.00775,0.00550,0.00200,0.00100,0.05600,0.00625,0.75850,0.14000
0.10225,0.00275,0.00050,0.00075,0.00000,0.02200,0.00300,0.00625,0.86250
0.00125,0.61250,0.34050,0.03375,0.00000,0.00000,0.01200,0.00000,0.00000
0.00150,0.66475,0.21725,0.10200,0.00275,0.00500,0.00075,0.00225,0.00375
0.01300,0.45550,0.19325,0.06200,0.01500,0.02300,0.01075,0.04225,0.18525
0.09975,0.00875,0.00750,0.00150,0.00125,0.10875,0.05500,0.66650,0.05100
0.02450,0.00275,0.00050,0.00000,0.00000,0.00950,0.00175,0.00375,0.95725
0.00050,0.00000,0.00000,0.00000,0.00000,0.99950,0.00000,0.00000,0.00000
0.02850,0.00400,0.00300,0.01050,0.00075,0.80675,0.13025,0.00800,0.00825
0.00125,0.78175,0.19200,0.02175,0.00050,0.00025,0.00100,0.00000,0.00150
0.00425,0.58075,0.25300,0.05600,0.00275,0.00875,0.06175,0.00525,0.02750
0.00400,0.01550,0.00750,0.00975,0.00150,0.92825,0.00300,0.00950,0.02100
0.01925,0.46325,0.34425,0.09450,0.00250,0.00600,0.02525,0.00400,0.04100
0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000
0.00075,0.91400,0.04175,0.04075,0.00000,0.00200,0.00075,0.00000,0.00000
0.00300,0.00200,0.00375,0.00700,0.00000,0.96250,0.00575,0.01250,0.00350
0.00050,0.00050,0.00000,0.00050,0.00000,0.98975,0.00125,0.00675,0.00075
0.00050,0.00075,0.00000,0.00150,0.00025,0.99200,0.00150,0.00150,0.00200
0.07325,0.58625,0.05275,0.04950,0.01075,0.01975,0.01050,0.02175,0.17550
0.00000,0.59275,0.39850,0.00625,0.00000,0.00050,0.00075,0.00050,0.00075
0.00250,0.82000,0.12400,0.04125,0.00100,0.00125,0.00975,0.00000,0.00025
0.00925,0.51100,0.41450,0.00425,0.02625,0.00250,0.00700,0.00625,0.01900
0.00000,0.70175,0.19450,0.10150,0.00050,0.00000,0.00100,0.00000,0.00075
0.10800,0.02000,0.00725,0.00250,0.00300,0.05525,0.01275,0.09500,0.69625
0.00000,0.00000,0.00025,0.00000,0.00050,0.96825,0.00225,0.02850,0.00025
0.00000,0.31000,0.25525,0.43325,0.00000,0.00000,0.00150,0.00000,0.00000
0.21975,0.04875,0.01050,0.00375,0.01125,0.05450,0.03650,0.09175,0.52325
0.02250,0.06800,0.03750,0.02325,0.00050,0.02450,0.01550,0.01425,0.79400
0.00000,0.85075,0.08600,0.05850,0.00000,0.00025,0.00350,0.00100,0.00000
0.00000,0.41000,0.34600,0.18575,0.00075,0.03050,0.01600,0.00800,0.00300
0.00525,0.00175,0.00150,0.00100,0.00025,0.03275,0.00400,0.94575,0.00775
0.00025,0.00000,0.00000,0.00000,0.00000,0.99925,0.00000,0.00050,0.00000
0.00250,0.77175,0.14800,0.00225,0.00975,0.01350,0.02150,0.02475,0.00600
0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000
0.00075,0.15100,0.04250,0.80175,0.00100,0.00100,0.00125,0.00050,0.00025
0.00100,0.00050,0.00000,0.00175,0.00000,0.98750,0.00425,0.00400,0.00100
0.00800,0.00050,0.00000,0.00200,0.00000,0.96050,0.02075,0.00375,0.00450
0.02200,0.00925,0.00325,0.01600,0.00150,0.87050,0.01650,0.01375,0.04725
